NODE,X-COORD,Y-COORD,FLOODWAVE_ARRIVAL_TIME,FLOODTIME,TIME_TO_PEAK,DEFLOOD_TIME,MAX_WSEL
4955,657850.359,960885.000,0.00,0.00,0.00,0.00,0.00
4956,657850.359,960855.000,0.00,0.00,1.14,0.00,1399.15
4957,657850.359,960825.000,0.00,0.00,1.14,0.00,1399.15
4958,657850.359,960795.000,0.00,0.00,1.14,0.00,1399.15
4959,657850.359,960765.000,0.00,0.00,1.14,0.00,1399.15
4960,657850.359,960735.000,0.00,0.00,1.14,0.00,1399.10
4961,657850.359,960705.000,0.00,0.00,0.00,0.00,0.00
4962,657850.359,960675.000,0.00,0.00,0.00,0.00,0.00
4963,657850.359,960645.000,0.00,0.00,1.14,0.00,1398.68
4964,657850.359,960615.000,0.00,0.00,0.00,0.00,0.00
4965,657850.359,960585.000,0.00,0.00,0.00,0.00,0.00
4966,657850.359,960555.000,0.00,0.00,0.00,0.00,0.00
4967,657850.359,960525.000,0.00,0.00,0.00,0.00,0.00
4968,657850.359,960495.000,0.00,0.00,0.00,0.00,0.00
4969,657850.359,960465.000,0.00,0.00,1.13,0.00,1398.56
4970,657850.359,960435.000,0.00,0.00,0.00,0.00,0.00
4971,657850.359,960405.000,0.00,0.00,0.00,0.00,0.00
4972,657850.359,960375.000,0.00,0.00,0.00,0.00,0.00
4973,657850.359,960345.000,0.00,0.00,0.00,0.00,0.00
4974,657850.359,960315.000,0.00,0.00,0.00,0.00,0.00
4975,657850.359,960285.000,0.00,0.00,0.00,0.00,0.00
4976,657850.359,960255.000,0.00,0.00,0.00,0.00,0.00
4977,657850.359,960225.000,0.00,0.00,0.00,0.00,0.00
4978,657850.359,960195.000,0.00,0.00,0.00,0.00,0.00
4979,657850.359,960165.000,0.00,0.00,0.00,0.00,0.00
4980,657850.359,960135.000,0.00,0.00,0.00,0.00,0.00
4981,657850.359,960105.000,0.00,0.00,0.00,0.00,0.00
4982,657850.359,960075.000,0.00,0.00,0.00,0.00,0.00
4983,657850.359,960045.000,0.00,0.00,1.14,0.00,1395.96
4984,657850.359,960015.000,0.00,0.00,1.13,0.00,1396.09
4985,657850.359,959985.000,0.00,0.00,0.00,0.00,0.00
4986,657850.359,959955.000,0.00,0.00,0.00,0.00,0.00
4987,657850.359,959925.000,0.00,0.00,0.00,0.00,0.00
4988,657850.359,959895.000,0.00,0.00,0.00,0.00,0.00
4989,657850.359,959865.000,0.00,0.00,0.00,0.00,0.00
4990,657850.359,959835.000,0.00,0.00,0.00,0.00,0.00
4991,657850.359,959805.000,0.00,0.00,0.00,0.00,0.00
4992,657850.359,959775.000,0.00,0.00,0.00,0.00,0.00
4993,657850.359,959745.000,0.00,0.00,0.00,0.00,0.00
4994,657850.359,959715.000,0.00,0.00,0.00,0.00,0.00
4995,657850.359,959685.000,0.00,0.00,0.00,0.00,0.00
4996,657850.359,959655.000,0.00,0.00,0.00,0.00,0.00
4997,657850.359,959625.000,0.00,0.00,0.00,0.00,0.00
4998,657850.359,959595.000,0.00,0.00,0.00,0.00,0.00
4999,657850.359,959565.000,0.00,0.00,0.00,0.00,0.00
5000,657850.359,959535.000,0.00,0.00,0.00,0.00,0.00
5001,657850.359,959505.000,0.00,0.00,0.00,0.00,0.00
5002,657850.359,959475.000,0.00,0.00,0.00,0.00,0.00
5003,657850.359,959445.000,0.00,0.00,0.00,0.00,0.00
5004,657850.359,959415.000,0.00,0.00,0.00,0.00,0.00
5005,657850.359,959385.000,0.00,0.00,0.00,0.00,0.00
5006,657850.359,959355.000,0.00,0.00,1.14,0.00,1395.60
5007,657850.359,959325.000,0.00,0.00,0.00,0.00,0.00
5008,657850.359,959295.000,0.00,0.00,0.00,0.00,0.00
5009,657850.359,959265.000,0.00,0.00,0.00,0.00,0.00
5010,657850.359,959235.000,0.00,0.00,0.00,0.00,0.00
5011,657850.359,959205.000,0.00,0.00,0.00,0.00,0.00
5012,657850.359,959175.000,0.00,0.00,0.00,0.00,0.00
5013,657850.359,959145.000,0.00,0.00,0.00,0.00,0.00
5014,657850.359,959115.000,0.00,0.00,0.00,0.00,1395.09
5015,657850.359,959085.000,0.00,0.00,0.00,0.00,1383.00
5016,657850.359,959055.000,0.00,0.00,0.00,0.00,1386.34
5017,657850.359,959025.000,1.13,0.00,0.00,0.00,0.00
5018,657850.359,958995.000,0.00,0.00,0.00,0.00,0.00
5019,657850.359,958965.000,0.00,0.00,0.00,0.00,0.00
5020,657850.359,958935.000,0.00,0.00,0.00,0.00,0.00
5021,657850.359,958905.000,0.00,0.00,0.00,0.00,0.00
5022,657850.359,958875.000,0.00,0.00,1.14,0.00,1396.59
5023,657850.359,958845.000,0.00,0.00,0.96,0.00,1396.40
5024,657850.359,958815.000,0.00,0.00,0.00,0.00,0.00
5025,657880.359,963885.000,0.00,0.00,0.00,0.00,0.00
5026,657880.359,963855.000,0.00,0.00,0.00,0.00,0.00
5027,657880.359,963825.000,0.00,0.00,1.14,0.00,1409.20
5028,657880.359,963795.000,0.00,0.00,0.00,0.00,0.00
5029,657880.359,963765.000,0.00,0.00,0.97,0.00,1408.90
5030,657880.359,963735.000,0.00,0.00,1.12,0.00,1407.65
5031,657880.359,963705.000,0.00,0.00,1.14,0.00,1407.13
5032,657880.359,963675.000,0.00,0.00,1.01,0.00,1407.54
5033,657880.359,963645.000,0.00,0.00,0.00,0.00,0.00
5034,657880.359,963615.000,0.00,0.00,0.00,0.00,0.00
5035,657880.359,963585.000,0.00,0.00,0.00,0.00,0.00
5036,657880.359,963555.000,0.00,0.00,0.00,0.00,0.00
5037,657880.359,963525.000,0.00,0.00,0.00,0.00,0.00
5038,657880.359,963495.000,0.00,0.00,1.05,0.00,1406.63
5039,657880.359,963465.000,0.00,0.00,0.00,0.00,0.00
5040,657880.359,963435.000,0.00,0.00,1.12,0.00,1405.83
5041,657880.359,963405.000,0.00,0.00,1.14,0.00,1406.06
5042,657880.359,963375.000,0.00,0.00,0.00,0.00,0.00
5043,657880.359,963345.000,0.00,0.00,0.00,0.00,0.00
5044,657880.359,963315.000,0.00,0.00,0.00,0.00,0.00
5045,657880.359,963285.000,0.00,0.00,0.00,0.00,0.00
5046,657880.359,963255.000,0.00,0.00,0.00,0.00,0.00
5047,657880.359,963225.000,0.00,0.00,1.14,0.00,1403.85
5048,657880.359,963195.000,0.00,0.00,1.14,0.00,1403.50
5049,657880.359,963165.000,0.00,0.00,0.00,0.00,0.00
5050,657880.359,963135.000,0.00,0.00,0.00,0.00,0.00
5051,657880.359,963105.000,0.00,0.00,0.00,0.00,0.00
5052,657880.359,963075.000,0.00,0.00,1.14,0.00,1402.93
5053,657880.359,963045.000,0.00,0.00,0.00,0.00,0.00
5054,657880.359,963015.000,0.00,0.00,1.14,0.00,1401.92
5055,657880.359,962985.000,0.00,0.00,1.14,0.00,1402.01
5056,657880.359,962955.000,0.00,0.00,1.14,0.00,1402.44
5057,657880.359,962925.000,0.00,0.00,1.14,0.00,1402.89
5058,657880.359,962895.000,0.00,0.00,0.00,0.00,0.00
5059,657880.359,962865.000,0.00,0.00,0.00,0.00,0.00
5060,657880.359,962835.000,0.00,0.00,0.94,0.00,1401.87
5061,657880.359,962805.000,0.00,0.00,1.03,0.00,1401.05
5062,657880.359,962775.000,0.00,0.00,0.00,0.00,0.00
5063,657880.359,962745.000,0.00,0.00,1.14,0.00,1400.37
5064,657880.359,962715.000,0.00,0.00,1.02,0.00,1401.30
5065,657880.359,962685.000,0.00,0.00,0.97,0.00,1401.66
5066,657880.359,962655.000,0.00,0.00,1.14,0.00,1401.72
5067,657880.359,962625.000,0.00,0.00,0.00,0.00,0.00
5068,657880.359,962595.000,0.00,0.00,1.14,0.00,1401.12
5069,657880.359,962565.000,0.00,0.00,1.14,0.00,1400.90
5070,657880.359,962535.000,0.00,0.00,0.00,0.00,0.00
5071,657880.359,962505.000,0.00,0.00,0.00,0.00,0.00
5072,657880.359,962475.000,0.00,0.00,1.14,0.00,1399.80
5073,657880.359,962445.000,0.00,0.00,1.14,0.00,1399.84
5074,657880.359,962415.000,0.00,0.00,0.94,0.00,1400.45
5075,657880.359,962385.000,0.00,0.00,0.00,0.00,0.00
5076,657880.359,962355.000,0.00,0.00,0.00,0.00,0.00
5077,657880.359,962325.000,0.00,0.00,1.05,0.00,1400.45
5078,657880.359,962295.000,0.00,0.00,1.04,0.00,1399.91
5079,657880.359,962265.000,0.00,0.00,0.00,0.00,0.00
5080,657880.359,962235.000,0.00,0.00,1.14,0.00,1398.96
5081,657880.359,962205.000,0.00,0.00,1.14,0.00,1399.02
5082,657880.359,962175.000,0.00,0.00,1.14,0.00,1399.07
5083,657880.359,962145.000,0.00,0.00,1.14,0.00,1399.09
5084,657880.359,962115.000,0.00,0.00,1.14,0.00,1399.19
5085,657880.359,962085.000,0.00,0.00,1.14,0.00,1399.31
5086,657880.359,962055.000,0.00,0.00,1.13,0.00,1399.41
5087,657880.359,962025.000,0.00,0.00,0.00,0.00,0.00
5088,657880.359,961995.000,0.00,0.00,0.00,0.00,0.00
5089,657880.359,961965.000,0.00,0.00,0.00,0.00,0.00
5090,657880.359,961935.000,0.00,0.00,0.00,0.00,0.00
5091,657880.359,961905.000,0.00,0.00,0.00,0.00,0.00
5092,657880.359,961875.000,0.00,0.00,0.00,0.00,0.00
5093,657880.359,961845.000,0.00,0.00,1.14,0.00,1401.10
5094,657880.359,961815.000,0.00,0.00,0.00,0.00,0.00
5095,657880.359,961785.000,0.00,0.00,0.00,0.00,0.00
5096,657880.359,961755.000,0.00,0.00,1.14,0.00,1401.08
5097,657880.359,961725.000,0.00,0.00,0.00,0.00,0.00
5098,657880.359,961695.000,0.00,0.00,1.14,0.00,1400.91
5099,657880.359,961665.000,0.00,0.00,1.14,0.00,1400.93
5100,657880.359,961635.000,0.00,0.00,0.88,0.00,1400.94
5101,657880.359,961605.000,0.00,0.00,0.00,0.00,0.00
5102,657880.359,961575.000,0.00,0.00,0.96,0.00,1400.97
5103,657880.359,961545.000,0.00,0.00,1.02,0.00,1400.97
5104,657880.359,961515.000,0.00,0.00,0.00,0.00,0.00
5105,657880.359,961485.000,0.00,0.00,1.14,0.00,1400.86
5106,657880.359,961455.000,0.00,0.00,1.04,0.00,1400.81
5107,657880.359,961425.000,0.00,0.00,1.13,0.00,1400.74
5108,657880.359,961395.000,0.00,0.00,0.00,0.00,0.00
5109,657880.359,961365.000,0.00,0.00,0.00,0.00,0.00
5110,657880.359,961335.000,0.00,0.00,0.00,0.00,0.00
5111,657880.359,961305.000,0.00,0.00,1.13,0.00,1400.51
5112,657880.359,961275.000,0.00,0.00,0.78,0.00,1400.45
5113,657880.359,961245.000,0.00,0.00,0.83,0.00,1400.36
5114,657880.359,961215.000,0.00,0.00,0.99,0.00,1400.27
5115,657880.359,961185.000,0.00,0.00,0.99,0.00,1400.17
5116,657880.359,961155.000,0.00,0.00,0.83,0.00,1400.03
5117,657880.359,961125.000,0.00,0.00,0.89,0.00,1399.88
5118,657880.359,961095.000,0.00,0.00,0.90,0.00,1399.74
5119,657880.359,961065.000,0.00,0.00,1.12,0.00,1399.58
5120,657880.359,961035.000,0.00,0.00,1.14,0.00,1399.52
5121,657880.359,961005.000,0.00,0.00,0.99,0.00,1399.50
5122,657880.359,960975.000,0.00,0.00,0.96,0.00,1399.49
5123,657880.359,960945.000,0.00,0.00,1.12,0.00,1399.45
5124,657880.359,960915.000,0.00,0.00,0.00,0.00,0.00
5125,657880.359,960885.000,0.00,0.00,0.00,0.00,0.00
5126,657880.359,960855.000,0.00,0.00,0.00,0.00,0.00
5127,657880.359,960825.000,0.00,0.00,1.14,0.00,1399.29
5128,657880.359,960795.000,0.00,0.00,0.99,0.00,1399.29
5129,657880.359,960765.000,0.00,0.00,0.90,0.00,1399.29
5130,657880.359,960735.000,0.00,0.00,0.00,0.00,0.00
5131,657880.359,960705.000,0.00,0.00,0.00,0.00,0.00
5132,657880.359,960675.000,0.00,0.00,0.00,0.00,0.00
5133,657880.359,960645.000,0.00,0.00,0.00,0.00,0.00
5134,657880.359,960615.000,0.00,0.00,1.14,0.00,1398.93
5135,657880.359,960585.000,0.00,0.00,0.00,0.00,0.00
5136,657880.359,960555.000,0.00,0.00,0.00,0.00,0.00
5137,657880.359,960525.000,0.00,0.00,0.00,0.00,0.00
5138,657880.359,960495.000,0.00,0.00,0.00,0.00,0.00
5139,657880.359,960465.000,0.00,0.00,1.14,0.00,1398.60
5140,657880.359,960435.000,0.00,0.00,0.00,0.00,0.00
5141,657880.359,960405.000,0.00,0.00,0.00,0.00,0.00
5142,657880.359,960375.000,0.00,0.00,0.00,0.00,0.00
5143,657880.359,960345.000,0.00,0.00,0.00,0.00,0.00
5144,657880.359,960315.000,0.00,0.00,0.00,0.00,0.00
5145,657880.359,960285.000,0.00,0.00,0.00,0.00,0.00
5146,657880.359,960255.000,0.00,0.00,0.00,0.00,0.00
5147,657880.359,960225.000,0.00,0.00,0.00,0.00,0.00
5148,657880.359,960195.000,0.00,0.00,0.00,0.00,0.00
5149,657880.359,960165.000,0.00,0.00,0.00,0.00,0.00
5150,657880.359,960135.000,0.00,0.00,0.00,0.00,0.00
5151,657880.359,960105.000,0.00,0.00,0.00,0.00,0.00
5152,657880.359,960075.000,0.00,0.00,0.00,0.00,0.00
5153,657880.359,960045.000,0.00,0.00,1.14,0.00,1395.89
5154,657880.359,960015.000,0.00,0.00,1.14,0.00,1396.14
5155,657880.359,959985.000,0.00,0.00,0.00,0.00,0.00
5156,657880.359,959955.000,0.00,0.00,0.00,0.00,0.00
5157,657880.359,959925.000,0.00,0.00,1.13,0.00,1396.08
5158,657880.359,959895.000,0.00,0.00,0.00,0.00,0.00
5159,657880.359,959865.000,0.00,0.00,0.00,0.00,0.00
5160,657880.359,959835.000,0.00,0.00,1.14,0.00,1397.03
5161,657880.359,959805.000,0.00,0.00,0.00,0.00,0.00
5162,657880.359,959775.000,0.00,0.00,0.00,0.00,0.00
5163,657880.359,959745.000,0.00,0.00,0.00,0.00,0.00
5164,657880.359,959715.000,0.00,0.00,0.90,0.00,1397.18
5165,657880.359,959685.000,0.00,0.00,0.00,0.00,0.00
5166,657880.359,959655.000,0.00,0.00,0.85,0.00,1397.27
5167,657880.359,959625.000,0.00,0.00,0.00,0.00,0.00
5168,657880.359,959595.000,0.00,0.00,1.10,0.00,1397.32
5169,657880.359,959565.000,0.00,0.00,0.00,0.00,0.00
5170,657880.359,959535.000,0.00,0.00,0.00,0.00,0.00
5171,657880.359,959505.000,0.00,0.00,0.00,0.00,0.00
5172,657880.359,959475.000,0.00,0.00,0.94,0.00,1397.01
5173,657880.359,959445.000,0.00,0.00,0.00,0.00,0.00
5174,657880.359,959415.000,0.00,0.00,1.14,0.00,1396.65
5175,657880.359,959385.000,0.00,0.00,0.00,0.00,0.00
5176,657880.359,959355.000,0.00,0.00,0.00,0.00,0.00
5177,657880.359,959325.000,0.00,0.00,0.00,0.00,0.00
5178,657880.359,959295.000,0.00,0.00,0.00,0.00,0.00
5179,657880.359,959265.000,0.00,0.00,0.00,0.00,0.00
5180,657880.359,959235.000,0.00,0.00,0.00,0.00,0.00
5181,657880.359,959205.000,0.00,0.00,0.00,0.00,0.00
5182,657880.359,959175.000,0.00,0.00,0.00,0.00,0.00
5183,657880.359,959145.000,0.00,0.00,0.00,0.00,0.00
5184,657880.359,959115.000,0.00,0.00,0.00,0.00,1395.61
5185,657880.359,959085.000,0.00,0.00,0.00,0.00,1387.66
5186,657880.359,959055.000,0.00,0.00,0.00,0.00,1382.70
5187,657880.359,959025.000,1.13,0.00,0.00,0.00,0.00
5188,657880.359,958995.000,0.00,0.00,0.00,0.00,0.00
5189,657880.359,958965.000,0.00,0.00,0.00,0.00,0.00
5190,657880.359,958935.000,0.00,0.00,0.00,0.00,0.00
5191,657880.359,958905.000,0.00,0.00,0.00,0.00,0.00
5192,657880.359,958875.000,0.00,0.00,0.91,0.00,1396.98
5193,657880.359,958845.000,0.00,0.00,0.74,0.00,1396.94
5194,657880.359,958815.000,0.00,0.00,1.14,0.00,1395.06
5195,657910.359,963885.000,0.00,0.00,0.00,0.00,0.00
5196,657910.359,963855.000,0.00,0.00,0.00,0.00,0.00
5197,657910.359,963825.000,0.00,0.00,0.00,0.00,0.00
5198,657910.359,963795.000,0.00,0.00,1.14,0.00,1409.50
5199,657910.359,963765.000,0.00,0.00,1.03,0.00,1409.54
5200,657910.359,963735.000,0.00,0.00,1.13,0.00,1408.19
5201,657910.359,963705.000,0.00,0.00,1.14,0.00,1407.47
5202,657910.359,963675.000,0.00,0.00,1.14,0.00,1407.59
5203,657910.359,963645.000,0.00,0.00,0.80,0.00,1408.23
5204,657910.359,963615.000,0.00,0.00,0.00,0.00,0.00
5205,657910.359,963585.000,0.00,0.00,0.00,0.00,0.00
5206,657910.359,963555.000,0.00,0.00,0.00,0.00,0.00
5207,657910.359,963525.000,0.00,0.00,0.81,0.00,1407.70
5208,657910.359,963495.000,0.00,0.00,1.09,0.00,1407.42
5209,657910.359,963465.000,0.00,0.00,0.00,0.00,0.00
5210,657910.359,963435.000,0.00,0.00,1.13,0.00,1406.28
5211,657910.359,963405.000,0.00,0.00,0.83,0.00,1406.61
5212,657910.359,963375.000,0.00,0.00,0.75,0.00,1406.86
5213,657910.359,963345.000,0.00,0.00,0.00,0.00,0.00
5214,657910.359,963315.000,0.00,0.00,0.00,0.00,0.00
5215,657910.359,963285.000,0.00,0.00,0.00,0.00,0.00
5216,657910.359,963255.000,0.00,0.00,0.97,0.00,1404.56
5217,657910.359,963225.000,0.00,0.00,1.12,0.00,1404.21
5218,657910.359,963195.000,0.00,0.00,0.00,0.00,0.00
5219,657910.359,963165.000,0.00,0.00,0.00,0.00,0.00
5220,657910.359,963135.000,0.00,0.00,0.00,0.00,0.00
5221,657910.359,963105.000,0.00,0.00,0.00,0.00,0.00
5222,657910.359,963075.000,0.00,0.00,0.00,0.00,0.00
5223,657910.359,963045.000,0.00,0.00,0.00,0.00,0.00
5224,657910.359,963015.000,0.00,0.00,1.14,0.00,1402.15
5225,657910.359,962985.000,0.00,0.00,1.14,0.00,1402.29
5226,657910.359,962955.000,0.00,0.00,0.00,0.00,0.00
5227,657910.359,962925.000,0.00,0.00,1.14,0.00,1402.98
5228,657910.359,962895.000,0.00,0.00,0.00,0.00,0.00
5229,657910.359,962865.000,0.00,0.00,0.00,0.00,0.00
5230,657910.359,962835.000,0.00,0.00,0.00,0.00,0.00
5231,657910.359,962805.000,0.00,0.00,1.07,0.00,1401.18
5232,657910.359,962775.000,0.00,0.00,0.00,0.00,0.00
5233,657910.359,962745.000,0.00,0.00,1.14,0.00,1400.62
5234,657910.359,962715.000,0.00,0.00,1.09,0.00,1401.64
5235,657910.359,962685.000,0.00,0.00,1.01,0.00,1401.90
5236,657910.359,962655.000,0.00,0.00,1.14,0.00,1401.94
5237,657910.359,962625.000,0.00,0.00,0.00,0.00,0.00
5238,657910.359,962595.000,0.00,0.00,1.13,0.00,1401.24
5239,657910.359,962565.000,0.00,0.00,1.14,0.00,1401.07
5240,657910.359,962535.000,0.00,0.00,0.00,0.00,0.00
5241,657910.359,962505.000,0.00,0.00,0.00,0.00,0.00
5242,657910.359,962475.000,0.00,0.00,1.14,0.00,1400.09
5243,657910.359,962445.000,0.00,0.00,1.08,0.00,1400.48
5244,657910.359,962415.000,0.00,0.00,0.00,0.00,0.00
5245,657910.359,962385.000,0.00,0.00,0.00,0.00,0.00
5246,657910.359,962355.000,0.00,0.00,0.00,0.00,0.00
5247,657910.359,962325.000,0.00,0.00,1.12,0.00,1400.71
5248,657910.359,962295.000,0.00,0.00,1.05,0.00,1400.08
5249,657910.359,962265.000,0.00,0.00,0.00,0.00,0.00
5250,657910.359,962235.000,0.00,0.00,1.14,0.00,1399.15
5251,657910.359,962205.000,0.00,0.00,1.12,0.00,1399.42
5252,657910.359,962175.000,0.00,0.00,0.00,0.00,0.00
5253,657910.359,962145.000,0.00,0.00,0.00,0.00,0.00
5254,657910.359,962115.000,0.00,0.00,0.00,0.00,0.00
5255,657910.359,962085.000,0.00,0.00,0.00,0.00,0.00
5256,657910.359,962055.000,0.00,0.00,0.00,0.00,0.00
5257,657910.359,962025.000,0.00,0.00,0.00,0.00,0.00
5258,657910.359,961995.000,0.00,0.00,0.00,0.00,0.00
5259,657910.359,961965.000,0.00,0.00,0.00,0.00,0.00
5260,657910.359,961935.000,0.00,0.00,0.00,0.00,0.00
5261,657910.359,961905.000,0.00,0.00,0.00,0.00,0.00
5262,657910.359,961875.000,0.00,0.00,0.00,0.00,0.00
5263,657910.359,961845.000,0.00,0.00,0.00,0.00,0.00
5264,657910.359,961815.000,0.00,0.00,0.00,0.00,0.00
5265,657910.359,961785.000,0.00,0.00,0.00,0.00,0.00
5266,657910.359,961755.000,0.00,0.00,0.00,0.00,0.00
5267,657910.359,961725.000,0.00,0.00,0.00,0.00,0.00
5268,657910.359,961695.000,0.00,0.00,0.00,0.00,0.00
5269,657910.359,961665.000,0.00,0.00,0.00,0.00,0.00
5270,657910.359,961635.000,0.00,0.00,0.00,0.00,0.00
5271,657910.359,961605.000,0.00,0.00,1.14,0.00,1401.11
5272,657910.359,961575.000,0.00,0.00,1.14,0.00,1401.11
5273,657910.359,961545.000,0.00,0.00,1.14,0.00,1401.08
5274,657910.359,961515.000,0.00,0.00,0.00,0.00,0.00
5275,657910.359,961485.000,0.00,0.00,0.00,0.00,0.00
5276,657910.359,961455.000,0.00,0.00,0.00,0.00,0.00
5277,657910.359,961425.000,0.00,0.00,0.00,0.00,0.00
5278,657910.359,961395.000,0.00,0.00,0.00,0.00,0.00
5279,657910.359,961365.000,0.00,0.00,0.00,0.00,0.00
5280,657910.359,961335.000,0.00,0.00,0.00,0.00,0.00
5281,657910.359,961305.000,0.00,0.00,0.00,0.00,0.00
5282,657910.359,961275.000,0.00,0.00,0.00,0.00,0.00
5283,657910.359,961245.000,0.00,0.00,0.00,0.00,0.00
5284,657910.359,961215.000,0.00,0.00,0.00,0.00,0.00
5285,657910.359,961185.000,0.00,0.00,0.00,0.00,0.00
5286,657910.359,961155.000,0.00,0.00,0.00,0.00,0.00
5287,657910.359,961125.000,0.00,0.00,0.00,0.00,0.00
5288,657910.359,961095.000,0.00,0.00,0.00,0.00,0.00
5289,657910.359,961065.000,0.00,0.00,0.00,0.00,0.00
5290,657910.359,961035.000,0.00,0.00,0.00,0.00,0.00
5291,657910.359,961005.000,0.00,0.00,0.00,0.00,0.00
5292,657910.359,960975.000,0.00,0.00,0.00,0.00,0.00
5293,657910.359,960945.000,0.00,0.00,0.00,0.00,0.00
5294,657910.359,960915.000,0.00,0.00,0.00,0.00,0.00
5295,657910.359,960885.000,0.00,0.00,0.00,0.00,0.00
5296,657910.359,960855.000,0.00,0.00,0.00,0.00,0.00
5297,657910.359,960825.000,0.00,0.00,0.00,0.00,0.00
5298,657910.359,960795.000,0.00,0.00,0.00,0.00,0.00
5299,657910.359,960765.000,0.00,0.00,0.00,0.00,0.00
5300,657910.359,960735.000,0.00,0.00,0.00,0.00,0.00
5301,657910.359,960705.000,0.00,0.00,0.00,0.00,0.00
5302,657910.359,960675.000,0.00,0.00,0.00,0.00,0.00
5303,657910.359,960645.000,0.00,0.00,0.00,0.00,0.00
5304,657910.359,960615.000,0.00,0.00,0.00,0.00,0.00
5305,657910.359,960585.000,0.00,0.00,0.00,0.00,0.00
5306,657910.359,960555.000,0.00,0.00,0.00,0.00,0.00
5307,657910.359,960525.000,0.00,0.00,0.00,0.00,0.00
5308,657910.359,960495.000,0.00,0.00,0.00,0.00,0.00
5309,657910.359,960465.000,0.00,0.00,0.00,0.00,0.00
5310,657910.359,960435.000,0.00,0.00,0.00,0.00,0.00
5311,657910.359,960405.000,0.00,0.00,0.00,0.00,0.00
5312,657910.359,960375.000,0.00,0.00,0.00,0.00,0.00
5313,657910.359,960345.000,0.00,0.00,0.00,0.00,0.00
5314,657910.359,960315.000,0.00,0.00,0.00,0.00,0.00
5315,657910.359,960285.000,0.00,0.00,0.00,0.00,0.00
5316,657910.359,960255.000,0.00,0.00,0.00,0.00,0.00
5317,657910.359,960225.000,0.00,0.00,0.00,0.00,0.00
5318,657910.359,960195.000,0.00,0.00,0.00,0.00,0.00
5319,657910.359,960165.000,0.00,0.00,0.00,0.00,0.00
5320,657910.359,960135.000,0.00,0.00,0.00,0.00,0.00
5321,657910.359,960105.000,0.00,0.00,0.00,0.00,0.00
5322,657910.359,960075.000,0.00,0.00,0.00,0.00,0.00
5323,657910.359,960045.000,0.00,0.00,0.00,0.00,0.00
5324,657910.359,960015.000,0.00,0.00,0.00,0.00,0.00
5325,657910.359,959985.000,0.00,0.00,1.11,0.00,1396.22
5326,657910.359,959955.000,0.00,0.00,1.14,0.00,1395.56
5327,657910.359,959925.000,0.00,0.00,0.00,0.00,0.00
5328,657910.359,959895.000,0.00,0.00,1.04,0.00,1397.10
5329,657910.359,959865.000,0.00,0.00,0.93,0.00,1396.73
5330,657910.359,959835.000,0.00,0.00,1.06,0.00,1396.96
5331,657910.359,959805.000,0.00,0.00,0.00,0.00,0.00
5332,657910.359,959775.000,0.00,0.00,0.00,0.00,0.00
5333,657910.359,959745.000,0.00,0.00,0.00,0.00,0.00
5334,657910.359,959715.000,0.00,0.00,0.00,0.00,0.00
5335,657910.359,959685.000,0.00,0.00,0.00,0.00,0.00
5336,657910.359,959655.000,0.00,0.00,0.00,0.00,0.00
5337,657910.359,959625.000,0.00,0.00,0.00,0.00,0.00
5338,657910.359,959595.000,0.00,0.00,1.00,0.00,1397.36
5339,657910.359,959565.000,0.00,0.00,0.00,0.00,0.00
5340,657910.359,959535.000,0.00,0.00,0.00,0.00,0.00
5341,657910.359,959505.000,0.00,0.00,0.00,0.00,0.00
5342,657910.359,959475.000,0.00,0.00,0.74,0.00,1397.13
5343,657910.359,959445.000,0.00,0.00,0.00,0.00,0.00
5344,657910.359,959415.000,0.00,0.00,0.00,0.00,0.00
5345,657910.359,959385.000,0.00,0.00,0.00,0.00,0.00
5346,657910.359,959355.000,0.00,0.00,0.00,0.00,0.00
5347,657910.359,959325.000,0.00,0.00,0.00,0.00,0.00
5348,657910.359,959295.000,0.00,0.00,1.14,0.00,1395.46
5349,657910.359,959265.000,0.00,0.00,0.00,0.00,0.00
5350,657910.359,959235.000,0.00,0.00,0.00,0.00,0.00
5351,657910.359,959205.000,0.00,0.00,0.00,0.00,0.00
5352,657910.359,959175.000,0.00,0.00,0.00,0.00,0.00
5353,657910.359,959145.000,0.00,0.00,0.00,0.00,0.00
5354,657910.359,959115.000,0.00,0.00,0.00,0.00,1395.55
5355,657910.359,959085.000,0.00,0.00,0.00,0.00,1392.48
5356,657910.359,959055.000,0.00,0.00,0.00,0.00,1382.72
5357,657910.359,959025.000,1.12,0.00,0.00,0.00,0.00
5358,657910.359,958995.000,0.00,0.00,0.00,0.00,0.00
5359,657910.359,958965.000,0.00,0.00,0.00,0.00,0.00
5360,657910.359,958935.000,0.00,0.00,0.00,0.00,0.00
5361,657910.359,958905.000,0.00,0.00,0.94,0.00,1397.85
5362,657910.359,958875.000,0.00,0.00,0.00,0.00,0.00
5363,657910.359,958845.000,0.00,0.00,0.00,0.00,0.00
5364,657910.359,958815.000,0.00,0.00,0.00,0.00,0.00
5365,657940.359,963885.000,0.00,0.00,0.00,0.00,0.00
5366,657940.359,963855.000,0.00,0.00,0.00,0.00,0.00
5367,657940.359,963825.000,0.00,0.00,1.05,0.00,1410.33
5368,657940.359,963795.000,0.00,0.00,0.00,0.00,0.00
5369,657940.359,963765.000,0.00,0.00,0.00,0.00,0.00
5370,657940.359,963735.000,0.00,0.00,1.12,0.00,1408.45
5371,657940.359,963705.000,0.00,0.00,0.00,0.00,0.00
