NODE,X-COORD,Y-COORD,FLOODWAVE_ARRIVAL_TIME,FLOODTIME,TIME_TO_PEAK,DEFLOOD_TIME,MAX_WSEL
27739,661600.359,960465.000,0.00,0.00,0.00,0.00,0.00
27740,661600.359,960435.000,0.00,0.00,0.00,0.00,0.00
27741,661600.359,960405.000,0.00,0.00,0.00,0.00,0.00
27742,661600.359,960375.000,0.00,0.00,0.00,0.00,0.00
27743,661600.359,960345.000,0.00,0.00,0.00,0.00,0.00
27744,661600.359,960315.000,0.00,0.00,0.00,0.00,0.00
27745,661600.359,960285.000,0.00,0.00,0.00,0.00,0.00
27746,661600.359,960255.000,0.00,0.00,0.00,0.00,0.00
27747,661600.359,960225.000,0.00,0.00,0.00,0.00,0.00
27748,661600.359,960195.000,0.00,0.00,0.00,0.00,0.00
27749,661600.359,960165.000,0.00,0.00,0.00,0.00,0.00
27750,661600.359,960135.000,0.00,0.00,0.00,0.00,0.00
27751,661600.359,960105.000,0.00,0.00,0.00,0.00,0.00
27752,661600.359,960075.000,0.00,0.00,0.00,0.00,0.00
27753,661600.359,960045.000,0.00,0.00,1.14,0.00,1419.02
27754,661600.359,960015.000,0.00,0.00,0.00,0.00,0.00
27755,661600.359,959985.000,0.00,0.00,0.00,0.00,0.00
27756,661600.359,959955.000,0.00,0.00,0.00,0.00,0.00
27757,661600.359,959925.000,0.00,0.00,0.00,0.00,0.00
27758,661600.359,959895.000,0.00,0.00,0.00,0.00,0.00
27759,661600.359,959865.000,0.00,0.00,1.14,0.00,1418.58
27760,661600.359,959835.000,0.00,0.00,0.00,0.00,0.00
27761,661600.359,959805.000,0.00,0.00,0.00,0.00,0.00
27762,661600.359,959775.000,0.00,0.00,0.00,0.00,0.00
27763,661600.359,959745.000,0.00,0.00,0.00,0.00,0.00
27764,661600.359,959715.000,0.00,0.00,0.00,0.00,0.00
27765,661600.359,959685.000,0.00,0.00,0.00,0.00,0.00
27766,661600.359,959655.000,0.00,0.00,0.00,0.00,0.00
27767,661600.359,959625.000,0.00,0.00,0.00,0.00,0.00
27768,661600.359,959595.000,0.00,0.00,0.00,0.00,0.00
27769,661600.359,959565.000,0.00,0.00,0.00,0.00,0.00
27770,661600.359,959535.000,0.00,0.00,0.00,0.00,0.00
27771,661600.359,959505.000,0.00,0.00,0.00,0.00,0.00
27772,661600.359,959475.000,0.00,0.00,0.00,0.00,0.00
27773,661600.359,959445.000,0.00,0.00,0.00,0.00,0.00
27774,661600.359,959415.000,0.00,0.00,0.00,0.00,0.00
27775,661600.359,959385.000,0.00,0.00,0.00,0.00,0.00
27776,661600.359,959355.000,0.00,0.00,0.00,0.00,0.00
27777,661600.359,959325.000,0.00,0.00,0.00,0.00,0.00
27778,661600.359,959295.000,0.00,0.00,0.00,0.00,0.00
27779,661600.359,959265.000,0.00,0.00,0.00,0.00,0.00
27780,661600.359,959235.000,0.00,0.00,0.00,0.00,0.00
27781,661600.359,959205.000,0.00,0.00,0.00,0.00,0.00
27782,661600.359,959175.000,0.00,0.00,0.91,0.00,1415.16
27783,661600.359,959145.000,0.00,0.00,0.00,0.00,0.00
27784,661600.359,959115.000,0.00,0.00,0.00,0.00,0.00
27785,661600.359,959085.000,0.00,0.00,0.00,0.00,0.00
27786,661600.359,959055.000,0.00,0.00,1.13,0.00,1413.62
27787,661600.359,959025.000,0.00,0.00,0.00,0.00,0.00
27788,661600.359,958995.000,0.00,0.00,0.00,0.00,0.00
27789,661600.359,958965.000,0.00,0.00,0.00,0.00,0.00
27790,661600.359,958935.000,0.00,0.00,0.00,0.00,0.00
27791,661600.359,958905.000,0.00,0.00,1.04,0.00,1413.39
27792,661600.359,958875.000,0.00,0.00,1.14,0.00,1413.43
27793,661600.359,958845.000,0.00,0.00,0.00,0.00,0.00
27794,661600.359,958815.000,0.00,0.00,0.94,0.00,1413.23
27795,661600.359,958785.000,0.00,0.00,1.13,0.00,1412.80
27796,661600.359,958755.000,0.00,0.00,1.14,0.00,1412.25
27797,661600.359,958725.000,0.00,0.00,0.00,0.00,0.00
27798,661600.359,958695.000,0.00,0.00,0.00,0.00,0.00
27799,661600.359,958665.000,0.00,0.00,1.13,0.00,1413.12
27800,661600.359,958635.000,0.00,0.00,0.00,0.00,0.00
27801,661600.359,958605.000,0.00,0.00,0.00,0.00,0.00
27802,661600.359,958575.000,0.00,0.00,0.89,0.00,1412.24
27803,661600.359,958545.000,0.00,0.00,1.14,0.00,1411.82
27804,661600.359,958515.000,0.00,0.00,0.00,0.00,0.00
27805,661600.359,958485.000,0.00,0.00,0.81,0.00,1411.67
27806,661600.359,958455.000,0.00,0.00,0.98,0.00,1411.57
27807,661600.359,958425.000,0.00,0.00,0.00,0.00,0.00
27808,661600.359,958395.000,0.00,0.00,1.14,0.00,1410.82
27809,661600.359,958365.000,0.00,0.00,0.00,0.00,0.00
27810,661600.359,958335.000,0.00,0.00,0.00,0.00,0.00
27811,661600.359,958305.000,0.00,0.00,0.97,0.00,1411.77
27812,661600.359,958275.000,0.00,0.00,1.11,0.00,1411.77
27813,661600.359,958245.000,0.00,0.00,0.00,0.00,0.00
27814,661600.359,958215.000,0.00,0.00,0.00,0.00,0.00
27815,661600.359,958185.000,0.00,0.00,0.00,0.00,0.00
27816,661600.359,958155.000,0.00,0.00,0.00,0.00,0.00
27817,661600.359,958125.000,0.00,0.00,0.00,0.00,0.00
27818,661600.359,958095.000,0.00,0.00,0.00,0.00,1412.08
27819,661600.359,958065.000,0.00,0.00,0.00,0.00,1402.22
27820,661600.359,958035.000,0.00,0.00,0.00,0.00,1404.12
27821,661600.359,958005.000,0.52,0.00,1.10,0.00,0.00
27822,661600.359,957975.000,0.00,0.00,0.00,0.00,0.00
27823,661600.359,957945.000,0.00,0.00,0.00,0.00,0.00
27824,661600.359,957915.000,0.00,0.00,0.00,0.00,0.00
27825,661600.359,957885.000,0.00,0.00,0.00,0.00,0.00
27826,661600.359,957855.000,0.00,0.00,0.00,0.00,0.00
27827,661600.359,957825.000,0.00,0.00,0.00,0.00,0.00
27828,661630.359,963885.000,0.00,0.00,0.00,0.00,0.00
27829,661630.359,963855.000,0.00,0.00,0.00,0.00,0.00
27830,661630.359,963825.000,0.00,0.00,0.00,0.00,0.00
27831,661630.359,963795.000,0.00,0.00,0.00,0.00,0.00
27832,661630.359,963765.000,0.00,0.00,0.00,0.00,0.00
27833,661630.359,963735.000,0.00,0.00,0.00,0.00,0.00
27834,661630.359,963705.000,0.00,0.00,0.00,0.00,0.00
27835,661630.359,963675.000,0.00,0.00,0.00,0.00,0.00
27836,661630.359,963645.000,0.00,0.00,0.00,0.00,0.00
27837,661630.359,963615.000,0.00,0.00,0.00,0.00,0.00
27838,661630.359,963585.000,0.00,0.00,0.00,0.00,0.00
27839,661630.359,963555.000,0.00,0.00,0.00,0.00,0.00
27840,661630.359,963525.000,0.00,0.00,0.00,0.00,0.00
27841,661630.359,963495.000,0.00,0.00,0.00,0.00,0.00
27842,661630.359,963465.000,0.00,0.00,1.14,0.00,1431.16
27843,661630.359,963435.000,0.00,0.00,0.00,0.00,0.00
27844,661630.359,963405.000,0.00,0.00,0.00,0.00,0.00
27845,661630.359,963375.000,0.00,0.00,0.00,0.00,0.00
27846,661630.359,963345.000,0.00,0.00,0.00,0.00,0.00
27847,661630.359,963315.000,0.00,0.00,0.00,0.00,0.00
27848,661630.359,963285.000,0.00,0.00,0.00,0.00,0.00
27849,661630.359,963255.000,0.00,0.00,0.00,0.00,0.00
27850,661630.359,963225.000,0.00,0.00,1.14,0.00,1429.55
27851,661630.359,963195.000,0.00,0.00,0.00,0.00,0.00
27852,661630.359,963165.000,0.00,0.00,0.00,0.00,0.00
27853,661630.359,963135.000,0.00,0.00,0.00,0.00,0.00
27854,661630.359,963105.000,0.00,0.00,1.14,0.00,1429.74
27855,661630.359,963075.000,0.00,0.00,0.00,0.00,0.00
27856,661630.359,963045.000,0.00,0.00,0.00,0.00,0.00
27857,661630.359,963015.000,0.00,0.00,1.14,0.00,1428.97
27858,661630.359,962985.000,0.00,0.00,1.14,0.00,1428.97
27859,661630.359,962955.000,0.00,0.00,1.14,0.00,1429.11
27860,661630.359,962925.000,0.00,0.00,1.14,0.00,1429.38
27861,661630.359,962895.000,0.00,0.00,1.14,0.00,1429.49
27862,661630.359,962865.000,0.00,0.00,1.14,0.00,1429.49
27863,661630.359,962835.000,0.00,0.00,1.14,0.00,1429.50
27864,661630.359,962805.000,0.00,0.00,0.00,0.00,0.00
27865,661630.359,962775.000,0.00,0.00,0.00,0.00,0.00
27866,661630.359,962745.000,0.00,0.00,0.00,0.00,0.00
27867,661630.359,962715.000,0.00,0.00,0.00,0.00,0.00
27868,661630.359,962685.000,0.00,0.00,1.14,0.00,1429.69
27869,661630.359,962655.000,0.00,0.00,1.14,0.00,1429.84
27870,661630.359,962625.000,0.00,0.00,0.00,0.00,0.00
27871,661630.359,962595.000,0.00,0.00,0.00,0.00,0.00
27872,661630.359,962565.000,0.00,0.00,0.00,0.00,0.00
27873,661630.359,962535.000,0.00,0.00,1.14,0.00,1429.89
27874,661630.359,962505.000,0.00,0.00,0.00,0.00,0.00
27875,661630.359,962475.000,0.00,0.00,1.14,0.00,1429.92
27876,661630.359,962445.000,0.00,0.00,0.00,0.00,0.00
27877,661630.359,962415.000,0.00,0.00,0.00,0.00,0.00
27878,661630.359,962385.000,0.00,0.00,0.00,0.00,0.00
27879,661630.359,962355.000,0.00,0.00,1.14,0.00,1428.82
27880,661630.359,962325.000,0.00,0.00,1.02,0.00,1428.98
27881,661630.359,962295.000,0.00,0.00,1.04,0.00,1428.31
27882,661630.359,962265.000,0.00,0.00,1.14,0.00,1427.24
27883,661630.359,962235.000,0.00,0.00,0.00,0.00,0.00
27884,661630.359,962205.000,0.00,0.00,0.00,0.00,0.00
27885,661630.359,962175.000,0.00,0.00,0.00,0.00,0.00
27886,661630.359,962145.000,0.00,0.00,0.00,0.00,0.00
27887,661630.359,962115.000,0.00,0.00,0.00,0.00,0.00
27888,661630.359,962085.000,0.00,0.00,0.00,0.00,0.00
27889,661630.359,962055.000,0.00,0.00,0.00,0.00,0.00
27890,661630.359,962025.000,0.00,0.00,0.00,0.00,0.00
27891,661630.359,961995.000,0.00,0.00,0.00,0.00,0.00
27892,661630.359,961965.000,0.00,0.00,0.00,0.00,0.00
27893,661630.359,961935.000,0.00,0.00,0.00,0.00,0.00
27894,661630.359,961905.000,0.00,0.00,0.00,0.00,0.00
27895,661630.359,961875.000,0.00,0.00,0.00,0.00,0.00
27896,661630.359,961845.000,0.00,0.00,0.00,0.00,0.00
27897,661630.359,961815.000,0.00,0.00,0.00,0.00,0.00
27898,661630.359,961785.000,0.00,0.00,0.00,0.00,0.00
27899,661630.359,961755.000,0.00,0.00,0.00,0.00,0.00
27900,661630.359,961725.000,0.00,0.00,0.00,0.00,0.00
27901,661630.359,961695.000,0.00,0.00,0.00,0.00,0.00
27902,661630.359,961665.000,0.00,0.00,0.00,0.00,0.00
27903,661630.359,961635.000,0.00,0.00,0.00,0.00,0.00
27904,661630.359,961605.000,0.00,0.00,1.14,0.00,1424.66
27905,661630.359,961575.000,0.00,0.00,0.00,0.00,0.00
27906,661630.359,961545.000,0.00,0.00,1.14,0.00,1425.82
27907,661630.359,961515.000,0.00,0.00,1.14,0.00,1425.97
27908,661630.359,961485.000,0.00,0.00,1.14,0.00,1425.85
27909,661630.359,961455.000,0.00,0.00,1.14,0.00,1426.04
27910,661630.359,961425.000,0.00,0.00,1.12,0.00,1426.31
27911,661630.359,961395.000,0.00,0.00,0.00,0.00,0.00
27912,661630.359,961365.000,0.00,0.00,0.00,0.00,0.00
27913,661630.359,961335.000,0.00,0.00,0.00,0.00,0.00
27914,661630.359,961305.000,0.00,0.00,0.00,0.00,0.00
27915,661630.359,961275.000,0.00,0.00,1.14,0.00,1424.85
27916,661630.359,961245.000,0.00,0.00,0.00,0.00,0.00
27917,661630.359,961215.000,0.00,0.00,0.00,0.00,0.00
27918,661630.359,961185.000,0.00,0.00,0.00,0.00,0.00
27919,661630.359,961155.000,0.00,0.00,0.00,0.00,0.00
27920,661630.359,961125.000,0.00,0.00,0.00,0.00,0.00
27921,661630.359,961095.000,0.00,0.00,0.00,0.00,0.00
27922,661630.359,961065.000,0.00,0.00,0.00,0.00,0.00
27923,661630.359,961035.000,0.00,0.00,1.08,0.00,1422.89
27924,661630.359,961005.000,0.00,0.00,1.09,0.00,1422.90
27925,661630.359,960975.000,0.00,0.00,1.03,0.00,1422.90
27926,661630.359,960945.000,0.00,0.00,1.14,0.00,1422.87
27927,661630.359,960915.000,0.00,0.00,1.14,0.00,1422.86
27928,661630.359,960885.000,0.00,0.00,1.14,0.00,1422.81
27929,661630.359,960855.000,0.00,0.00,1.14,0.00,1422.65
27930,661630.359,960825.000,0.00,0.00,1.14,0.00,1422.55
27931,661630.359,960795.000,0.00,0.00,1.14,0.00,1422.49
27932,661630.359,960765.000,0.00,0.00,1.14,0.00,1422.38
27933,661630.359,960735.000,0.00,0.00,1.14,0.00,1422.36
27934,661630.359,960705.000,0.00,0.00,0.00,0.00,0.00
27935,661630.359,960675.000,0.00,0.00,0.00,0.00,0.00
27936,661630.359,960645.000,0.00,0.00,0.00,0.00,0.00
27937,661630.359,960615.000,0.00,0.00,0.00,0.00,0.00
27938,661630.359,960585.000,0.00,0.00,0.00,0.00,0.00
27939,661630.359,960555.000,0.00,0.00,0.00,0.00,0.00
27940,661630.359,960525.000,0.00,0.00,0.00,0.00,0.00
27941,661630.359,960495.000,0.00,0.00,0.00,0.00,0.00
27942,661630.359,960465.000,0.00,0.00,0.00,0.00,0.00
27943,661630.359,960435.000,0.00,0.00,0.00,0.00,0.00
27944,661630.359,960405.000,0.00,0.00,0.00,0.00,0.00
27945,661630.359,960375.000,0.00,0.00,0.00,0.00,0.00
27946,661630.359,960345.000,0.00,0.00,0.00,0.00,0.00
27947,661630.359,960315.000,0.00,0.00,0.00,0.00,0.00
27948,661630.359,960285.000,0.00,0.00,0.00,0.00,0.00
27949,661630.359,960255.000,0.00,0.00,0.00,0.00,0.00
27950,661630.359,960225.000,0.00,0.00,0.00,0.00,0.00
27951,661630.359,960195.000,0.00,0.00,0.00,0.00,0.00
27952,661630.359,960165.000,0.00,0.00,0.00,0.00,0.00
27953,661630.359,960135.000,0.00,0.00,0.00,0.00,0.00
27954,661630.359,960105.000,0.00,0.00,0.00,0.00,0.00
27955,661630.359,960075.000,0.00,0.00,0.00,0.00,0.00
27956,661630.359,960045.000,0.00,0.00,0.00,0.00,0.00
27957,661630.359,960015.000,0.00,0.00,0.00,0.00,0.00
27958,661630.359,959985.000,0.00,0.00,0.00,0.00,0.00
27959,661630.359,959955.000,0.00,0.00,0.00,0.00,0.00
27960,661630.359,959925.000,0.00,0.00,0.00,0.00,0.00
27961,661630.359,959895.000,0.00,0.00,0.00,0.00,0.00
27962,661630.359,959865.000,0.00,0.00,0.00,0.00,0.00
27963,661630.359,959835.000,0.00,0.00,0.00,0.00,0.00
27964,661630.359,959805.000,0.00,0.00,0.00,0.00,0.00
27965,661630.359,959775.000,0.00,0.00,0.00,0.00,0.00
27966,661630.359,959745.000,0.00,0.00,0.00,0.00,0.00
27967,661630.359,959715.000,0.00,0.00,0.00,0.00,0.00
27968,661630.359,959685.000,0.00,0.00,0.00,0.00,0.00
27969,661630.359,959655.000,0.00,0.00,0.00,0.00,0.00
27970,661630.359,959625.000,0.00,0.00,0.00,0.00,0.00
27971,661630.359,959595.000,0.00,0.00,0.00,0.00,0.00
27972,661630.359,959565.000,0.00,0.00,0.00,0.00,0.00
27973,661630.359,959535.000,0.00,0.00,0.00,0.00,0.00
27974,661630.359,959505.000,0.00,0.00,0.00,0.00,0.00
27975,661630.359,959475.000,0.00,0.00,0.00,0.00,0.00
27976,661630.359,959445.000,0.00,0.00,0.00,0.00,0.00
27977,661630.359,959415.000,0.00,0.00,0.00,0.00,0.00
27978,661630.359,959385.000,0.00,0.00,0.00,0.00,0.00
27979,661630.359,959355.000,0.00,0.00,0.00,0.00,0.00
27980,661630.359,959325.000,0.00,0.00,0.00,0.00,0.00
27981,661630.359,959295.000,0.00,0.00,0.00,0.00,0.00
27982,661630.359,959265.000,0.00,0.00,0.00,0.00,0.00
27983,661630.359,959235.000,0.00,0.00,0.00,0.00,0.00
27984,661630.359,959205.000,0.00,0.00,0.00,0.00,0.00
27985,661630.359,959175.000,0.00,0.00,1.14,0.00,1415.18
27986,661630.359,959145.000,0.00,0.00,0.00,0.00,0.00
27987,661630.359,959115.000,0.00,0.00,0.00,0.00,0.00
27988,661630.359,959085.000,0.00,0.00,0.00,0.00,0.00
27989,661630.359,959055.000,0.00,0.00,0.00,0.00,0.00
27990,661630.359,959025.000,0.00,0.00,0.00,0.00,0.00
27991,661630.359,958995.000,0.00,0.00,0.00,0.00,0.00
27992,661630.359,958965.000,0.00,0.00,0.00,0.00,0.00
27993,661630.359,958935.000,0.00,0.00,0.00,0.00,0.00
27994,661630.359,958905.000,0.00,0.00,0.95,0.00,1413.46
27995,661630.359,958875.000,0.00,0.00,1.14,0.00,1413.52
27996,661630.359,958845.000,0.00,0.00,0.00,0.00,0.00
27997,661630.359,958815.000,0.00,0.00,0.00,0.00,0.00
27998,661630.359,958785.000,0.00,0.00,1.13,0.00,1412.91
27999,661630.359,958755.000,0.00,0.00,1.14,0.00,1412.41
28000,661630.359,958725.000,0.00,0.00,1.14,0.00,1412.22
28001,661630.359,958695.000,0.00,0.00,0.00,0.00,0.00
28002,661630.359,958665.000,0.00,0.00,0.83,0.00,1413.26
28003,661630.359,958635.000,0.00,0.00,0.00,0.00,0.00
28004,661630.359,958605.000,0.00,0.00,0.00,0.00,0.00
28005,661630.359,958575.000,0.00,0.00,0.00,0.00,0.00
28006,661630.359,958545.000,0.00,0.00,1.14,0.00,1411.88
28007,661630.359,958515.000,0.00,0.00,0.00,0.00,0.00
28008,661630.359,958485.000,0.00,0.00,0.00,0.00,0.00
28009,661630.359,958455.000,0.00,0.00,1.06,0.00,1411.57
28010,661630.359,958425.000,0.00,0.00,1.14,0.00,1411.11
28011,661630.359,958395.000,0.00,0.00,1.14,0.00,1410.86
28012,661630.359,958365.000,0.00,0.00,0.00,0.00,0.00
28013,661630.359,958335.000,0.00,0.00,0.00,0.00,0.00
28014,661630.359,958305.000,0.00,0.00,1.12,0.00,1411.67
28015,661630.359,958275.000,0.00,0.00,1.14,0.00,1411.74
28016,661630.359,958245.000,0.00,0.00,1.14,0.00,1411.79
28017,661630.359,958215.000,0.00,0.00,0.00,0.00,0.00
28018,661630.359,958185.000,0.00,0.00,0.00,0.00,0.00
28019,661630.359,958155.000,0.00,0.00,0.00,0.00,0.00
28020,661630.359,958125.000,0.00,0.00,0.00,0.00,0.00
28021,661630.359,958095.000,0.00,0.00,0.00,0.00,0.00
28022,661630.359,958065.000,0.00,0.00,0.00,0.00,1412.16
28023,661630.359,958035.000,0.00,0.00,0.00,0.00,1400.41
28024,661630.359,958005.000,0.52,0.00,1.10,0.00,0.00
28025,661630.359,957975.000,0.00,0.00,0.00,0.00,0.00
28026,661630.359,957945.000,0.00,0.00,0.00,0.00,0.00
28027,661630.359,957915.000,0.00,0.00,0.00,0.00,0.00
28028,661630.359,957885.000,0.00,0.00,0.00,0.00,0.00
28029,661630.359,957855.000,0.00,0.00,0.00,0.00,0.00
28030,661630.359,957825.000,0.00,0.00,0.00,0.00,0.00
28031,661630.359,957795.000,0.00,0.00,0.00,0.00,0.00
28032,661660.359,963885.000,0.00,0.00,0.00,0.00,0.00
28033,661660.359,963855.000,0.00,0.00,0.00,0.00,0.00
28034,661660.359,963825.000,0.00,0.00,0.00,0.00,0.00
28035,661660.359,963795.000,0.00,0.00,0.00,0.00,0.00
28036,661660.359,963765.000,0.00,0.00,0.00,0.00,0.00
28037,661660.359,963735.000,0.00,0.00,0.00,0.00,0.00
28038,661660.359,963705.000,0.00,0.00,0.00,0.00,0.00
28039,661660.359,963675.000,0.00,0.00,0.00,0.00,0.00
28040,661660.359,963645.000,0.00,0.00,0.00,0.00,0.00
28041,661660.359,963615.000,0.00,0.00,0.00,0.00,0.00
28042,661660.359,963585.000,0.00,0.00,1.14,0.00,1431.23
28043,661660.359,963555.000,0.00,0.00,0.00,0.00,0.00
28044,661660.359,963525.000,0.00,0.00,0.00,0.00,0.00
28045,661660.359,963495.000,0.00,0.00,0.00,0.00,0.00
28046,661660.359,963465.000,0.00,0.00,1.14,0.00,1431.34
28047,661660.359,963435.000,0.00,0.00,1.14,0.00,1431.42
28048,661660.359,963405.000,0.00,0.00,0.00,0.00,0.00
28049,661660.359,963375.000,0.00,0.00,0.00,0.00,0.00
28050,661660.359,963345.000,0.00,0.00,0.00,0.00,0.00
28051,661660.359,963315.000,0.00,0.00,0.00,0.00,0.00
28052,661660.359,963285.000,0.00,0.00,0.98,0.00,1431.24
28053,661660.359,963255.000,0.00,0.00,1.13,0.00,1430.69
28054,661660.359,963225.000,0.00,0.00,1.13,0.00,1430.00
28055,661660.359,963195.000,0.00,0.00,0.00,0.00,0.00
28056,661660.359,963165.000,0.00,0.00,0.00,0.00,0.00
28057,661660.359,963135.000,0.00,0.00,1.11,0.00,1430.90
28058,661660.359,963105.000,0.00,0.00,1.14,0.00,1429.98
28059,661660.359,963075.000,0.00,0.00,0.00,0.00,0.00
28060,661660.359,963045.000,0.00,0.00,0.00,0.00,0.00
28061,661660.359,963015.000,0.00,0.00,1.02,0.00,1429.22
28062,661660.359,962985.000,0.00,0.00,0.00,0.00,0.00
28063,661660.359,962955.000,0.00,0.00,0.88,0.00,1429.48
28064,661660.359,962925.000,0.00,0.00,0.84,0.00,1429.95
28065,661660.359,962895.000,0.00,0.00,0.00,0.00,0.00
28066,661660.359,962865.000,0.00,0.00,1.14,0.00,1430.03
28067,661660.359,962835.000,0.00,0.00,0.95,0.00,1430.25
28068,661660.359,962805.000,0.00,0.00,0.00,0.00,0.00
28069,661660.359,962775.000,0.00,0.00,0.00,0.00,0.00
28070,661660.359,962745.000,0.00,0.00,0.00,0.00,0.00
28071,661660.359,962715.000,0.00,0.00,0.00,0.00,0.00
28072,661660.359,962685.000,0.00,0.00,0.00,0.00,0.00
28073,661660.359,962655.000,0.00,0.00,1.02,0.00,1430.91
28074,661660.359,962625.000,0.00,0.00,0.00,0.00,0.00
28075,661660.359,962595.000,0.00,0.00,1.09,0.00,1430.52
28076,661660.359,962565.000,0.00,0.00,1.10,0.00,1430.38
28077,661660.359,962535.000,0.00,0.00,0.98,0.00,1430.24
28078,661660.359,962505.000,0.00,0.00,0.95,0.00,1430.11
28079,661660.359,962475.000,0.00,0.00,0.83,0.00,1430.21
28080,661660.359,962445.000,0.00,0.00,0.00,0.00,0.00
28081,661660.359,962415.000,0.00,0.00,0.00,0.00,0.00
28082,661660.359,962385.000,0.00,0.00,0.00,0.00,0.00
28083,661660.359,962355.000,0.00,0.00,0.00,0.00,0.00
28084,661660.359,962325.000,0.00,0.00,0.00,0.00,0.00
28085,661660.359,962295.000,0.00,0.00,1.13,0.00,1427.74
28086,661660.359,962265.000,0.00,0.00,1.14,0.00,1427.19
28087,661660.359,962235.000,0.00,0.00,1.14,0.00,1427.01
28088,661660.359,962205.000,0.00,0.00,0.00,0.00,0.00
28089,661660.359,962175.000,0.00,0.00,0.00,0.00,0.00
28090,661660.359,962145.000,0.00,0.00,0.00,0.00,0.00
28091,661660.359,962115.000,0.00,0.00,0.00,0.00,0.00
28092,661660.359,962085.000,0.00,0.00,0.00,0.00,0.00
28093,661660.359,962055.000,0.00,0.00,0.00,0.00,0.00
28094,661660.359,962025.000,0.00,0.00,0.00,0.00,0.00
28095,661660.359,961995.000,0.00,0.00,0.00,0.00,0.00
28096,661660.359,961965.000,0.00,0.00,0.00,0.00,0.00
28097,661660.359,961935.000,0.00,0.00,0.00,0.00,0.00
28098,661660.359,961905.000,0.00,0.00,0.00,0.00,0.00
28099,661660.359,961875.000,0.00,0.00,0.00,0.00,0.00
28100,661660.359,961845.000,0.00,0.00,0.00,0.00,0.00
28101,661660.359,961815.000,0.00,0.00,0.00,0.00,0.00
28102,661660.359,961785.000,0.00,0.00,0.00,0.00,0.00
28103,661660.359,961755.000,0.00,0.00,0.00,0.00,0.00
28104,661660.359,961725.000,0.00,0.00,0.00,0.00,0.00
28105,661660.359,961695.000,0.00,0.00,0.00,0.00,0.00
28106,661660.359,961665.000,0.00,0.00,1.14,0.00,1424.99
28107,661660.359,961635.000,0.00,0.00,1.14,0.00,1424.94
28108,661660.359,961605.000,0.00,0.00,0.00,0.00,0.00
28109,661660.359,961575.000,0.00,0.00,0.00,0.00,0.00
28110,661660.359,961545.000,0.00,0.00,0.98,0.00,1425.96
28111,661660.359,961515.000,0.00,0.00,0.00,0.00,0.00
28112,661660.359,961485.000,0.00,0.00,0.00,0.00,0.00
28113,661660.359,961455.000,0.00,0.00,1.14,0.00,1425.94
28114,661660.359,961425.000,0.00,0.00,0.94,0.00,1426.51
28115,661660.359,961395.000,0.00,0.00,0.81,0.00,1426.21
28116,661660.359,961365.000,0.00,0.00,0.94,0.00,1425.87
28117,661660.359,961335.000,0.00,0.00,1.14,0.00,1425.08
28118,661660.359,961305.000,0.00,0.00,1.11,0.00,1425.45
28119,661660.359,961275.000,0.00,0.00,0.75,0.00,1425.69
28120,661660.359,961245.000,0.00,0.00,0.00,0.00,0.00
28121,661660.359,961215.000,0.00,0.00,0.00,0.00,0.00
28122,661660.359,961185.000,0.00,0.00,0.00,0.00,0.00
28123,661660.359,961155.000,0.00,0.00,1.00,0.00,1423.54
28124,661660.359,961125.000,0.00,0.00,0.00,0.00,0.00
28125,661660.359,961095.000,0.00,0.00,0.00,0.00,0.00
28126,661660.359,961065.000,0.00,0.00,1.12,0.00,1423.15
28127,661660.359,961035.000,0.00,0.00,1.14,0.00,1422.65
28128,661660.359,961005.000,0.00,0.00,1.14,0.00,1422.53
28129,661660.359,960975.000,0.00,0.00,1.14,0.00,1422.52
28130,661660.359,960945.000,0.00,0.00,1.14,0.00,1422.80
28131,661660.359,960915.000,0.00,0.00,0.91,0.00,1423.00
28132,661660.359,960885.000,0.00,0.00,0.00,0.00,0.00
28133,661660.359,960855.000,0.00,0.00,0.00,0.00,0.00
28134,661660.359,960825.000,0.00,0.00,0.00,0.00,0.00
28135,661660.359,960795.000,0.00,0.00,0.81,0.00,1422.74
28136,661660.359,960765.000,0.00,0.00,1.14,0.00,1422.37
28137,661660.359,960735.000,0.00,0.00,1.14,0.00,1422.31
28138,661660.359,960705.000,0.00,0.00,1.14,0.00,1422.24
28139,661660.359,960675.000,0.00,0.00,1.13,0.00,1422.48
28140,661660.359,960645.000,0.00,0.00,0.00,0.00,0.00
28141,661660.359,960615.000,0.00,0.00,0.00,0.00,0.00
28142,661660.359,960585.000,0.00,0.00,0.00,0.00,0.00
28143,661660.359,960555.000,0.00,0.00,0.00,0.00,0.00
28144,661660.359,960525.000,0.00,0.00,0.00,0.00,0.00
28145,661660.359,960495.000,0.00,0.00,0.00,0.00,0.00
28146,661660.359,960465.000,0.00,0.00,0.00,0.00,0.00
28147,661660.359,960435.000,0.00,0.00,0.00,0.00,0.00
28148,661660.359,960405.000,0.00,0.00,0.00,0.00,0.00
28149,661660.359,960375.000,0.00,0.00,0.00,0.00,0.00
28150,661660.359,960345.000,0.00,0.00,0.00,0.00,0.00
28151,661660.359,960315.000,0.00,0.00,0.00,0.00,0.00
28152,661660.359,960285.000,0.00,0.00,0.00,0.00,0.00
28153,661660.359,960255.000,0.00,0.00,0.00,0.00,0.00
28154,661660.359,960225.000,0.00,0.00,0.00,0.00,0.00
28155,661660.359,960195.000,0.00,0.00,0.00,0.00,0.00
28156,661660.359,960165.000,0.00,0.00,0.00,0.00,0.00
